update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
15,30720,4612.607599422856,7,10.0,0.0,10.0,10.0,340.8125,201.53449417841603,27.0,817.0,1.600179374217987,0.34558477625250816,-0.027928480820264667,0.3364794962108135,0.10850711430828994,10.0,0.0,10.0,10.0
16,32768,4686.506137787603,7,10.0,0.0,10.0,10.0,350.5625,184.03870813975522,126.0,817.0,1.595124065876007,0.3567264750599861,-0.1822539595887065,1.0999709963798523,0.23002662685759856,10.0,0.0,10.0,10.0
17,34816,4234.909920955963,8,9.375,2.4206145913796355,0.0,10.0,454.5,269.4253143266237,110.0,1000.0,1.5928830653429031,0.3545866720378399,-0.229830427095294,1.4322055727243423,0.2635420437936685,9.375,2.4206145913796355,0.0,10.0
18,36864,4222.695856417416,8,8.75,3.307189138830738,0.0,10.0,431.875,298.8588452346693,44.0,1000.0,1.580017626285553,0.29079945385456085,-0.0857271149288863,0.6905184853821993,0.16075270023522403,8.75,3.307189138830738,0.0,10.0
19,38912,4740.733749755786,9,8.75,3.307189138830738,0.0,10.0,459.0625,324.4925786420238,44.0,1000.0,1.5614494234323502,0.3353182077407837,-0.35738901048898697,1.8269606083631516,0.33184650909059865,8.75,3.307189138830738,0.0,10.0
20,40960,4284.316485217749,9,8.75,3.307189138830738,0.0,10.0,481.4375,347.1456770489156,44.0,1000.0,1.589951977133751,0.3400527201592922,-0.21882619336247444,1.3162163496017456,0.29799188608070226,8.75,3.307189138830738,0.0,10.0
21,43008,4376.077899874168,10,7.5,4.330127018922194,0.0,10.0,512.3125,371.57211930357477,44.0,1000.0,1.5935880094766617,0.2693142555654049,0.05102437827736139,0.0005466726361191832,0.030074353676017924,7.5,4.330127018922194,0.0,10.0
22,45056,4154.1519309215855,10,6.875,4.635124054434789,0.0,10.0,550.875,346.2516922341319,49.0,1000.0,1.5986270755529404,0.3643495850265026,-0.31210901215672493,1.7223764806985855,0.30091712424860123,6.875,4.635124054434789,0.0,10.0
23,47104,4192.107646726105,11,7.5,4.330127018922194,0.0,10.0,509.1875,378.09922949372697,29.0,1000.0,1.5892035216093063,0.3278299979865551,-0.24011927470564842,1.4534506052732468,0.21671859080848954,7.5,4.330127018922194,0.0,10.0
24,49152,4751.737573752065,11,8.75,3.307189138830738,0.0,10.0,406.875,347.7998481526408,29.0,1000.0,1.5726508051156998,0.29551298171281815,-0.33510981872677803,1.802981898188591,0.32917078429192825,8.75,3.307189138830738,0.0,10.0
25,51200,4628.27980885436,12,10.0,0.0,10.0,10.0,319.3125,283.22401000577264,29.0,979.0,1.5675278007984161,0.3950655460357666,-0.3288360517472029,1.8167995736002922,0.3641522027651726,10.0,0.0,10.0,10.0
26,53248,4481.397931341748,12,9.375,2.4206145913796355,0.0,10.0,388.875,319.84681392035156,29.0,1000.0,1.5327422767877579,0.3436056971549988,-0.02816024632193148,0.37584420666098595,0.11212385321944066,9.375,2.4206145913796355,0.0,10.0
27,55296,4452.162006027827,13,8.75,3.307189138830738,0.0,10.0,486.3125,314.1678927639647,59.0,1000.0,1.554971307516098,0.35713955387473106,-0.2187689859420061,1.2852837443351746,0.4420857467657283,8.75,3.307189138830738,0.0,10.0
28,57344,4581.655207285474,13,8.125,3.9031237489989987,0.0,10.0,477.0625,335.15769958893975,65.0,1000.0,1.5680730044841766,0.3348948284983635,-0.2540392614901066,1.4058058559894562,0.24935695524486684,8.125,3.9031237489989987,0.0,10.0
29,59392,4551.120273938201,13,8.75,3.307189138830738,0.0,10.0,389.75,358.78188011659677,45.0,1000.0,1.5669879466295242,0.31738659366965294,-0.3167227078229189,1.7922071814537048,0.3376019797723787,8.75,3.307189138830738,0.0,10.0
30,61440,4213.9850385222,14,8.125,3.9031237489989987,0.0,10.0,331.5625,373.8599284407865,45.0,1000.0,1.5393797010183334,0.4162142276763916,-0.33682902343571186,1.7432725876569748,0.45013178341926213,8.125,3.9031237489989987,0.0,10.0
31,63488,4432.864855938536,14,8.75,3.307189138830738,0.0,10.0,306.8125,326.0613858520355,45.0,1000.0,1.5758638083934784,0.41795414686203003,-0.24265372194349766,1.4000406712293625,0.3051405104480557,8.75,3.307189138830738,0.0,10.0
32,65536,4288.303272714202,15,7.5,4.330127018922194,0.0,10.0,385.0625,362.2049607525413,66.0,1000.0,1.5865847766399384,0.40080420300364494,-0.2666203808039427,1.3872531577944756,0.24062421887114258,7.5,4.330127018922194,0.0,10.0
33,67584,4571.066573648212,15,6.875,4.635124054434789,0.0,10.0,535.3125,381.9186298725816,87.0,1000.0,1.586019217967987,0.40583018586039543,-0.21062002517282963,1.288354068994522,0.26985166487169493,6.875,4.635124054434789,0.0,10.0
34,69632,4461.895739402527,16,6.875,4.635124054434789,0.0,10.0,592.6875,382.5916097403993,94.0,1000.0,1.5768853276968002,0.37246883660554886,-0.24587324634194374,1.4681178852915764,0.29996145252694273,6.875,4.635124054434789,0.0,10.0
35,71680,4302.533300809473,16,8.125,3.9031237489989987,0.0,10.0,530.5625,350.5636477071603,94.0,1000.0,1.551118403673172,0.3795876279473305,-0.297432329505682,1.6338877379894257,0.32744410334146873,8.125,3.9031237489989987,0.0,10.0
36,73728,4665.154286353587,17,8.125,3.9031237489989987,0.0,10.0,535.6875,347.610902941421,94.0,1000.0,1.5559393167495728,0.29573702067136765,-0.03637131513096392,0.3865740157198161,0.12814559451739654,8.125,3.9031237489989987,0.0,10.0
37,75776,4633.49258069162,17,8.75,3.307189138830738,0.0,10.0,429.0,307.1748280702701,94.0,1000.0,1.5381505638360977,0.3110313229262829,-0.14270230289548635,1.002895027399063,0.21340876574650652,8.75,3.307189138830738,0.0,10.0
38,77824,4471.618588332058,18,9.375,2.4206145913796355,0.0,10.0,384.6875,269.1741347970678,94.0,1000.0,1.5423057675361633,0.27189167588949203,-0.11963286716490984,0.7173967212438583,0.21071588830506466,9.375,2.4206145913796355,0.0,10.0
39,79872,4461.847069157078,18,9.375,2.4206145913796355,0.0,10.0,332.125,238.75533371005557,17.0,1000.0,1.557839959859848,0.24650739692151546,-0.240714181214571,1.4348736926913261,0.2996171182995937,9.375,2.4206145913796355,0.0,10.0
40,81920,4413.074406336792,19,8.125,3.9031237489989987,0.0,10.0,441.0,368.03923024590733,17.0,1000.0,1.5753620564937592,0.34324798360466957,-0.4346272386610508,2.398411452770233,0.4559363660065187,8.125,3.9031237489989987,0.0,10.0
41,83968,4551.06481528576,19,7.5,4.330127018922194,0.0,10.0,462.375,392.02548944552063,44.0,1000.0,1.5606202483177185,0.3193357139825821,-0.34865768998861313,1.8090011179447174,0.4251107683209344,7.5,4.330127018922194,0.0,10.0
42,86016,4432.924334204788,19,6.875,4.635124054434789,0.0,10.0,475.0625,385.01712116963057,44.0,1000.0,1.5551278591156006,0.3090093396604061,-0.12235356611199677,0.7638444025069475,0.25591101862728016,6.875,4.635124054434789,0.0,10.0
43,88064,4357.882038997,20,6.25,4.841229182759271,0.0,10.0,534.8125,387.65597163432165,44.0,1000.0,1.5696379244327545,0.23909413255751133,0.042963366489857435,0.00023258237888512667,0.01914904480311032,6.25,4.841229182759271,0.0,10.0
44,90112,4404.319953977326,20,6.25,4.841229182759271,0.0,10.0,524.75,383.2429875418466,44.0,1000.0,1.581353947520256,0.2455839440226555,-0.1546912998892367,0.9764044657349586,0.3244389232284812,6.25,4.841229182759271,0.0,10.0
45,92160,4774.26799576482,21,6.25,4.841229182759271,0.0,10.0,578.0,353.7621022664808,124.0,1000.0,1.587990164756775,0.16951564326882362,-0.14673828007653356,0.7602988220751286,0.1751739730738684,6.25,4.841229182759271,0.0,10.0
46,94208,4622.421980295095,21,6.875,4.635124054434789,0.0,10.0,590.3125,327.108490938022,124.0,1000.0,1.5797655433416367,0.1808884758502245,-0.14816074399277568,0.7532265391200781,0.19946649131132063,6.875,4.635124054434789,0.0,10.0
47,96256,4420.179943345109,22,7.5,4.330127018922194,0.0,10.0,586.5625,310.8737623115692,72.0,1000.0,1.5703541338443756,0.18365278095006943,-0.2094384841620922,1.1508608981966972,0.309585719802892,7.5,4.330127018922194,0.0,10.0
48,98304,4510.9777195914985,22,8.125,3.9031237489989987,0.0,10.0,557.0625,326.3698953545655,72.0,1000.0,1.5645367354154587,0.1983429156243801,-0.19008290208876133,1.0669216811656952,0.3034469135053607,8.125,3.9031237489989987,0.0,10.0
49,100352,4561.262949518807,23,8.125,3.9031237489989987,0.0,10.0,611.375,324.7092690007478,72.0,1000.0,1.5777260959148407,0.2579147145152092,-0.41691072657704353,2.097585268318653,0.4254527742777065,8.125,3.9031237489989987,0.0,10.0
50,102400,4633.482583312971,23,8.125,3.9031237489989987,0.0,10.0,627.0625,321.8706006980911,72.0,1000.0,1.5793910920619965,0.2580049615353346,-0.123410081025213,0.6995250387117267,0.2235829493431694,8.125,3.9031237489989987,0.0,10.0
51,104448,4664.794539487868,24,8.125,3.9031237489989987,0.0,10.0,647.1875,287.77404737701767,97.0,1000.0,1.5859572887420654,0.23982270620763302,-0.13268189784139395,0.7660412341356277,0.22181048273527187,8.125,3.9031237489989987,0.0,10.0
52,106496,4132.854030236941,24,9.375,2.4206145913796355,0.0,10.0,514.875,241.74466772816314,172.0,1000.0,1.5746116042137146,0.28520188108086586,-0.4050031490623951,2.0856100022792816,0.3103216781721611,9.375,2.4206145913796355,0.0,10.0
53,108544,3969.0085036308155,25,9.375,2.4206145913796355,0.0,10.0,541.9375,262.8282397189275,172.0,1000.0,1.5735909640789032,0.2505742609500885,-0.27595399878919125,1.455255776643753,0.25723282278174375,9.375,2.4206145913796355,0.0,10.0
54,110592,4471.606949523554,25,10.0,0.0,10.0,10.0,481.875,214.05106721294337,172.0,977.0,1.5530748516321182,0.3269013613462448,-0.27842835895717144,1.7774538695812225,0.4647475830470915,10.0,0.0,10.0,10.0
55,112640,4659.74873618949,25,10.0,0.0,10.0,10.0,445.625,245.648090517716,14.0,977.0,1.5600937902927399,0.3787735737860203,-0.32559745758771896,1.7489359825849533,0.3679968547017342,10.0,0.0,10.0,10.0
56,114688,4311.581977148943,26,10.0,0.0,10.0,10.0,471.0625,259.02183034205825,14.0,977.0,1.5309582501649857,0.315966859459877,-0.14756738441064954,0.9841129183769226,0.23561167753929863,10.0,0.0,10.0,10.0
57,116736,4248.959561864135,26,10.0,0.0,10.0,10.0,387.4375,225.97620691955603,14.0,808.0,1.5429789125919342,0.33337751030921936,-0.3218234796077013,1.7477945238351822,0.3158895170676844,10.0,0.0,10.0,10.0
58,118784,4746.0771864996,27,10.0,0.0,10.0,10.0,368.9375,222.75953087073515,14.0,808.0,1.5297820568084717,0.28857189416885376,-0.11842587310820818,0.7153938934206963,0.22830661723416323,10.0,0.0,10.0,10.0
59,120832,4561.275059724484,27,8.75,3.307189138830738,0.0,10.0,447.375,302.53013796149304,25.0,1000.0,1.5116810500621796,0.3108956515789032,-0.20772886276245117,1.3628337308764458,0.25477041901448383,8.75,3.307189138830738,0.0,10.0
60,122880,4385.443378338502,28,8.125,3.9031237489989987,0.0,10.0,483.625,322.864111314652,25.0,1000.0,1.5783770382404327,0.3844291381537914,-0.32278588600456715,1.806589424610138,0.29118373567591604,8.125,3.9031237489989987,0.0,10.0
61,124928,4209.578108851012,28,7.5,4.330127018922194,0.0,10.0,482.5625,355.81964686305616,25.0,1000.0,1.574855625629425,0.34435737505555153,-0.21214839816093445,1.2830304875969887,0.28365405251631687,7.5,4.330127018922194,0.0,10.0
62,126976,4461.886468797723,29,8.75,3.307189138830738,0.0,10.0,417.6875,319.53847944144377,62.0,1000.0,1.5679998099803925,0.37711111456155777,-0.28007193841040134,1.6917551010847092,0.3692151999930961,8.75,3.307189138830738,0.0,10.0
63,129024,4607.295883974641,29,9.375,2.4206145913796355,0.0,10.0,334.875,281.0575730611079,58.0,1000.0,1.5386007577180862,0.3296976499259472,-0.31808377616107464,1.7150853052735329,0.4038453752916743,9.375,2.4206145913796355,0.0,10.0
64,131072,4602.267607558063,30,9.375,2.4206145913796355,0.0,10.0,360.75,272.81232101941436,58.0,1000.0,1.5457375794649124,0.30655940249562263,-0.17363722901791334,1.0444121360778809,0.2517633482868342,9.375,2.4206145913796355,0.0,10.0
65,133120,4213.993307597853,30,8.75,3.307189138830738,0.0,10.0,377.125,304.90262277487875,19.0,1000.0,1.5571019500494003,0.2772361524403095,-0.04845484474208206,0.5579861742444336,0.16301342236452082,8.75,3.307189138830738,0.0,10.0
66,135168,4437.575439098592,31,8.125,3.9031237489989987,0.0,10.0,459.125,311.7157910260563,19.0,1000.0,1.549155667424202,0.28429626300930977,-0.12843471812084317,0.7355865873396397,0.14176069956964127,8.125,3.9031237489989987,0.0,10.0
67,137216,4561.262949518807,31,7.5,4.330127018922194,0.0,10.0,521.375,351.8724689074154,19.0,1000.0,1.5477853864431381,0.3716677539050579,-0.34036459028720856,1.7678870260715485,0.328529077733538,7.5,4.330127018922194,0.0,10.0
68,139264,4551.098572565409,31,7.5,4.330127018922194,0.0,10.0,467.3125,376.754847140352,19.0,1000.0,1.5494197010993958,0.2755116708576679,-0.12212570942938328,0.7226647436618805,0.2052001885061343,7.5,4.330127018922194,0.0,10.0
69,141312,4329.839825958268,32,7.5,4.330127018922194,0.0,10.0,481.375,361.47888510257417,90.0,1000.0,1.5560216456651688,0.31818898022174835,-0.183522111736238,1.1187576428055763,0.27065269719400104,7.5,4.330127018922194,0.0,10.0
70,143360,4297.588825183362,32,6.875,4.635124054434789,0.0,10.0,535.125,373.6896899500975,90.0,1000.0,1.5490220338106155,0.265932347625494,-0.019611706491559744,0.3594938579481095,0.10892654915812615,6.875,4.635124054434789,0.0,10.0
71,145408,4302.5052852597755,33,6.875,4.635124054434789,0.0,10.0,547.9375,377.9286421981668,41.0,1000.0,1.5483827143907547,0.33617307245731354,-0.15260429121553898,1.0228473991155624,0.24839164836498157,6.875,4.635124054434789,0.0,10.0
72,147456,4302.53545586687,33,6.25,4.841229182759271,0.0,10.0,591.125,381.78771506558456,41.0,1000.0,1.540709137916565,0.32408809661865234,-0.01681119907880202,0.35488391295075417,0.1134325651854249,6.25,4.841229182759271,0.0,10.0
73,149504,4240.169465907346,34,6.25,4.841229182759271,0.0,10.0,577.6875,391.23597718480596,41.0,1000.0,1.5446733981370926,0.36898141726851463,-0.15572065208107233,1.1492512449622154,0.30536136529995644,6.25,4.841229182759271,0.0,10.0
74,151552,4348.171522752398,34,8.125,3.9031237489989987,0.0,10.0,380.6875,350.41185031866434,25.0,1000.0,1.550042062997818,0.4509417824447155,-0.38101525604724884,2.1452031284570694,0.38414975005745133,8.125,3.9031237489989987,0.0,10.0
75,153600,4734.906388148423,35,8.75,3.307189138830738,0.0,10.0,412.625,325.25967990976073,25.0,1000.0,1.5657290369272232,0.4451295845210552,-0.24473066441714764,1.40345748513937,0.3132822306529316,8.75,3.307189138830738,0.0,10.0
76,155648,4660.153212247996,35,7.5,4.330127018922194,0.0,10.0,495.0,362.3491065257371,25.0,1000.0,1.5841765850782394,0.44979115203022957,-0.08656222769059241,0.6837207470089197,0.16096103958224733,7.5,4.330127018922194,0.0,10.0
77,157696,4577.690008622537,36,7.5,4.330127018922194,0.0,10.0,494.625,353.35673812027414,25.0,1000.0,1.5733769834041595,0.44768526777625084,-0.09044377226382494,0.7321971952915192,0.14813108025162486,7.5,4.330127018922194,0.0,10.0
78,159744,4329.833278474919,36,6.875,4.635124054434789,0.0,10.0,567.5625,336.6617309611385,56.0,1000.0,1.5657053887844086,0.4244689978659153,-0.1451011672616005,1.1847567409276962,0.23344645146726253,6.875,4.635124054434789,0.0,10.0
79,161792,4329.625951743708,37,7.5,4.330127018922194,0.0,10.0,523.875,348.20555620925984,36.0,1000.0,1.547269269824028,0.3899758458137512,-0.17123904824256897,1.047249125316739,0.29276770196581037,7.5,4.330127018922194,0.0,10.0
80,163840,4785.0416964689575,37,8.125,3.9031237489989987,0.0,10.0,459.125,315.3804993575221,36.0,1000.0,1.5183278024196625,0.29625606909394264,-0.10185926442500204,0.6817600261420012,0.2145892170269903,8.125,3.9031237489989987,0.0,10.0
81,165888,4551.110628858076,38,8.75,3.307189138830738,0.0,10.0,464.1875,306.1188941306139,36.0,1000.0,1.455418437719345,0.32574964687228203,-0.20042115822434425,1.1016123294830322,0.3194263852478056,8.75,3.307189138830738,0.0,10.0
82,167936,4275.564783014679,38,7.5,4.330127018922194,0.0,10.0,529.625,361.1786045365921,36.0,1000.0,1.4003434777259827,0.25194347836077213,-0.11973875481635332,0.7076845243573189,0.3044416110080743,7.5,4.330127018922194,0.0,10.0
83,169984,4312.017011262532,38,7.5,4.330127018922194,0.0,10.0,526.25,359.35923878481265,36.0,1000.0,1.4034378081560135,0.34071679413318634,-0.22819081041961908,1.3178759291768074,0.35819043320205185,7.5,4.330127018922194,0.0,10.0
84,172032,4632.063393424793,39,6.875,4.635124054434789,0.0,10.0,591.375,378.3283750592863,29.0,1000.0,1.4129566848278046,0.2849353216588497,-0.10347417742013931,0.7002553753554821,0.19794542219934408,6.875,4.635124054434789,0.0,10.0
85,174080,4664.609620789873,39,6.875,4.635124054434789,0.0,10.0,530.3125,384.946054459258,29.0,1000.0,1.401232197880745,0.31472237035632133,-0.17919117491692305,1.0763533040881157,0.2978500099574023,6.875,4.635124054434789,0.0,10.0
86,176128,4375.970893204101,40,6.875,4.635124054434789,0.0,10.0,511.25,384.635135550563,29.0,1000.0,1.3593219816684723,0.3058043457567692,-0.14428552752360702,0.9273698590695858,0.35397318401122235,6.875,4.635124054434789,0.0,10.0
87,178176,4326.94340778352,40,7.5,4.330127018922194,0.0,10.0,458.6875,371.8808140301809,29.0,1000.0,1.3625156879425049,0.30816083773970604,-0.12602207297459245,0.8741458877921104,0.3121164669126767,7.5,4.330127018922194,0.0,10.0
88,180224,4666.986816069335,41,7.5,4.330127018922194,0.0,10.0,402.9375,361.4810625658694,21.0,1000.0,1.4228826016187668,0.3264390714466572,-0.27128877863287926,1.6936088651418686,0.48851039519577744,7.5,4.330127018922194,0.0,10.0
89,182272,4607.355192780933,41,7.5,4.330127018922194,0.0,10.0,461.6875,376.0850500136239,21.0,1000.0,1.4134677052497864,0.38236168026924133,-0.22605979815125465,1.3993812873959541,0.47470826753931544,7.5,4.330127018922194,0.0,10.0
90,184320,4471.61626056551,42,6.875,4.635124054434789,0.0,10.0,517.25,385.71710812459435,21.0,1000.0,1.492955207824707,0.37468548491597176,0.06535801198333502,0.0006770626787329093,0.043882889234269876,6.875,4.635124054434789,0.0,10.0
91,186368,4348.208940370365,42,6.25,4.841229182759271,0.0,10.0,569.5625,389.9232246144746,21.0,1000.0,1.5126976817846298,0.3804802969098091,-0.008992541814222932,0.3446882471907884,0.12155387390684677,6.25,4.841229182759271,0.0,10.0
92,188416,4366.7390185082,43,6.875,4.635124054434789,0.0,10.0,541.25,373.7520066835762,21.0,1000.0,1.5257853716611862,0.3178539238870144,-0.023242412833496928,0.3427986113820225,0.08245108260142853,6.875,4.635124054434789,0.0,10.0
93,190464,4623.021526545172,43,6.875,4.635124054434789,0.0,10.0,575.1875,351.2495940833953,21.0,1000.0,1.5336839705705643,0.33610697463154793,-0.11202329024672508,0.6872954778373241,0.24885975745946293,6.875,4.635124054434789,0.0,10.0
94,192512,4612.595215107519,44,6.25,4.841229182759271,0.0,10.0,607.1875,368.2414660840764,21.0,1000.0,1.5530980229377747,0.26117056608200073,-0.03365110803861171,0.3121819798834622,0.2377364890215513,6.25,4.841229182759271,0.0,10.0
95,194560,4385.474723340297,44,6.25,4.841229182759271,0.0,10.0,663.125,351.91740419450696,81.0,1000.0,1.5346644222736359,0.2600043714046478,-0.11994934850372374,0.7528052218258381,0.2827898304926778,6.25,4.841229182759271,0.0,10.0
96,196608,4196.744587306388,44,5.0,5.0,0.0,10.0,690.125,370.3039081281752,74.0,1000.0,1.5369686037302017,0.23660965077579021,-0.05092489515664056,0.4601951390504837,0.17206982954115874,5.0,5.0,0.0,10.0
97,198656,4591.905137680691,45,5.0,5.0,0.0,10.0,635.125,417.49878368086297,74.0,1000.0,1.5342123806476593,0.2985718548297882,-0.2048142272979021,1.09863693267107,0.35488132377163584,5.0,5.0,0.0,10.0
98,200704,4718.8990279763075,45,6.875,4.635124054434789,0.0,10.0,474.0,367.843037177544,66.0,1000.0,1.5268920063972473,0.3130701333284378,-0.4420571140944958,2.241609677672386,0.6060250717239226,6.875,4.635124054434789,0.0,10.0
